	N1‒UNIF ρ	Chao92 ρ	Jack1 ρ	Chao2sig ρ	Distinct
overseas department of France (Q202216)	0.0	0.0	0.0	0.0	5.0
lieutenancy area of Scotland (Q202435)	0.0	0.0	0.0	0.0	35.0
given name (Q202444)	0.0002223510323558815	0.0006266284490742566	0.141532833364665	0.13182033438468682	7329.0
Commonwealth realm (Q202686)	0.0	0.0	0.0	0.0	14.0
animated film (Q202866)	0.00011975852231567537	0.0005329962845517992	0.17300235376377432	0.14584637387629962	2428.0
headstone (Q203443)	0.0005254456313434166	0.0005254456313434166	0.4610598327705766	0.43070841121512426	2601.0
schooner (Q204577)	0.0005014307140825073	0.0005014307140825073	0.14224508167911465	0.04850130077617495	944.0
Fermat number (Q207264)	0.0	0.0	0.0	0.0	6.0
summit (Q207326)	2.4041483835670248e-05	2.4041483835670248e-05	0.7226267526217576	0.15551090878981144	17613.0
musical composition (Q207628)	0.00015461339713896506	0.00015461339713896506	0.33525417012711284	0.2270074239335389	6379.0
art museum (Q207694)	0.00013472882370389337	0.0014723307028090841	0.14500566725932973	0.23452337571124185	3806.0
avenue (Q207934)	0.0005900198917681085	0.0006438554759464981	0.46041588880823775	0.2539450971663293	956.0
biochemical receptor (Q208467)	0.08907846880284159	0.1984107906264333	0.26612433350533193	0.2593085639231786	16.0
principality (Q208500)	0.00011475803563793552	0.001652796136681419	0.7703777881855307	0.3247489473682584	648.0
global city (Q208511)	0.0	0.0	0.0	0.0	3.0
studio album (Q208569)	9.0791316536615e-05	0.000193892117177657	0.3409193602227839	0.15862899836369274	3680.0
baptismal font (Q208820)	0.000266301081932976	0.000266301081932976	0.7701795452895949	0.3546016578958508	3158.0
expansion pack (Q209163)	0.0009494770996607394	0.0017335279093902835	0.06925391798878086	0.01978672281196875	314.0
campus (Q209465)	0.0013270034357017952	0.01204343862696292	0.29735219274522035	0.6233197163324212	317.0
province of Bulgaria (Q209824)	0.0	0.0	0.03391260091301676	0.0024126005452501003	29.0
live album (Q209939)	0.00013173810696046658	0.00013173810696046658	0.051455516651078226	0.013268696994812205	12114.0
video game developer (Q210167)	5.878863415620312e-05	0.00029316378571730744	0.14939256649322621	0.06892254914613799	1895.0
umbrella term (Q210588)	0.002014246669821961	0.029373174384022288	0.38926337403662914	0.3026472206281672	40.0
chalice (Q210723)	6.64232969838149e-05	6.64232969838149e-05	0.8410167486802261	0.25760025241275136	4148.0
Thoroughbred (Q210826)	0.0004179394004833982	0.0004179394004833982	0.014182817668752831	0.002904196890454377	2013.0
glacial lake (Q211302)	0.0023385998521849127	0.003149192984382604	0.03273080349291445	0.009546405786810763	594.0
London borough (Q211690)	0.0	0.0	0.0	0.0	33.0
oil field (Q211748)	0.0008385338748871266	0.0008385338748871266	0.4528951295761778	0.1728248460441128	3249.0
pub (Q212198)	0.0005384222011750201	0.0005384222011750201	0.19729134010791177	0.10702786669840715	5487.0
Olympic sport (Q212434)	0.0	0.0	0.0	0.0	12.0
digital library (Q212805)	0.0035281876079899807	0.021572735261003294	0.2707807841624045	0.5756624426633401	193.0
Request for Comments (Q212971)	0.00010197697182818265	0.00010197697182818265	0.5689334793231928	0.6083379754300633	7590.0
model organism (Q213907)	0.0012556829449269996	0.00785433517851252	0.015296914441926487	0.008995964892771888	129.0
stable (Q214252)	0.00017875221844664083	0.00017875221844664083	0.47290169805749027	0.3935496476573197	5294.0
track gauge (Q214519)	0.004420846248895919	0.061302536125079785	0.09615005721938313	0.11187917214130162	46.0
band (Q215380)	8.862454670964553e-06	2.179507010736339e-05	0.28817570936571824	0.1576128708775451	67470.0
department of Colombia (Q215655)	0.010108571928902917	0.027412838146078432	0.014901059778108981	0.0015537571823695546	33.0
boy band (Q216337)	0.0012319159451183832	0.008102445146182746	0.14793976898833855	0.16800591954195065	297.0
title (Q216353)	0.0007183554705161633	0.008543387249508084	0.38025894443699393	0.6243745831438768	452.0
demonym (Q217438)	0.006036639602789672	0.08950767785739158	0.38915554896381255	0.7539720759183428	35.0
proprietary software (Q218616)	0.0012744507044693992	0.011094685604841208	0.1251312298557727	0.15939955130318506	181.0
holding company (Q219577)	0.0006235956982495295	0.004317849457170985	0.22778734149231936	0.19182193123597185	295.0
film festival (Q220505)	0.0005679411523963698	0.0009008254831989356	0.24720341446741967	0.2086966419870917	2292.0
archaeological artifact (Q220659)	0.00102354969497405	0.0015371237592937096	0.5885815767437522	0.3450859139120571	506.0
compilation album (Q222910)	0.00014283534288882238	0.00014283534288882238	0.061211453934165834	0.017165595230044697	14155.0
literary genre (Q223393)	0.00015194233622458598	0.0032439499996085304	0.26128987106064927	0.18024122640742357	727.0
dominion of the British Empire (Q223832)	0.0	0.0	0.0	0.0	5.0
3D film (Q229390)	0.0001566780387098958	0.0007249299479655831	0.010445619429705797	0.00328855757563262	707.0
nationality (Q231002)	0.008266414346409245	0.13347620891851195	0.03282427913607951	0.02150204770187756	30.0
seminary (Q233324)	0.0008725970753392528	0.003755865091717572	0.1631374658622098	0.17012525948978624	668.0
communist party (Q233591)	0.0009318437107419181	0.013479862335935159	0.129569522905577	0.14657766121329835	152.0
file format (Q235557)	8.102997378693087e-05	0.0002552727406429946	0.7222753147757679	0.21272462617293386	2872.0
common year (Q235729)	0.0	0.0	0.0	0.0	41.0
province of Algeria (Q240601)	0.0	0.0	0.0	0.0	48.0
intergovernmental organization (Q245065)	0.0017617033867952602	0.024531832224565307	0.2533146454338698	0.3367838981442683	131.0
triangular number (Q245102)	0.0	0.0	0.0	0.0	142.0
conurbation (Q245260)	0.004842582171010895	0.10058252354090802	0.23952852342544503	0.858853741938413	37.0
county of Poland (Q247073)	0.0017959065167325635	0.0017959065167325635	0.012979351185379955	0.0024365039846511592	322.0
railway company (Q249556)	0.0013849163332398657	0.013536757023674406	0.11707476590189311	0.19646951594874318	707.0
sub-province-level division (Q250811)	0.0	0.0	0.0	0.0	15.0
administrative quarter of Paris (Q252916)	0.0	0.0	0.0	0.0	80.0
ortsteil (Q253019)	2.447752315530172e-06	2.794494936676171e-06	0.1256564239022166	0.03326485782616316	34792.0
major regional center (Q253030)	0.0	0.0	0.0	0.0	53.0
inn (Q256020)	4.583582141601062e-05	4.583582141601062e-05	0.8000937047223056	0.1072379893507665	3099.0
federal capital (Q257391)	0.0	0.0	0.0	0.0	2.0
statutory city (Q257978)	0.0	0.0	0.0	0.0	25.0
district of Vienna (Q261023)	0.0	0.0	0.0	0.0	23.0
state of Austria (Q261543)	0.0	0.0	0.0	0.0	9.0
municipality of Germany (Q262166)	8.728629769941774e-06	5.263710285637506e-05	0.042008971474400914	0.018891030367841538	11751.0
statutory city of Austria (Q262882)	0.0	0.0	0.0	0.0	15.0
municipality of Puerto Rico (Q263639)	0.0	0.0	0.0	0.0	78.0
national university (Q265662)	0.0	0.0	0.0	0.0	59.0
economic branch (Q268592)	0.0010126322828508355	0.018375617411822063	0.1089637337970975	0.09618791209958502	141.0
digital distribution (Q269415)	0.004637172309481545	0.10234949631038964	0.32782180882582873	0.2841657233669848	15.0
boarding school (Q269770)	0.0008701263384177015	0.004647309209876586	0.16494500203055681	0.2355009403090253	794.0
government-owned corporation (Q270791)	0.0007406140534673509	0.006598233512453839	0.23863224433669614	0.2453375458681926	353.0
landform (Q271669)	0.00042849123245286373	0.00042849123245286373	0.23855284820621184	0.10278517604310831	1433.0
discography (Q273057)	0.00012539194976473139	0.00012539194976473139	0.5167571129060188	0.4561572924054421	7838.0
water tower (Q274153)	0.00033080200964813623	0.00036423658161394693	0.330770443057977	0.1838135862012884	1239.0
pseudogene (Q277338)	0.022419252476690972	0.022419252476690972	0.0024730467976948377	0.0010685514222307383	8631.0
book series (Q277759)	0.00011265945882722966	0.0003424499565146386	0.553662054279304	0.22576099269666744	2450.0
gatehouse (Q277760)	4.531807519415376e-05	4.531807519415376e-05	0.6935239792520703	0.1948557633113075	4369.0
small nucleolar RNA (Q284416)	0.0	0.0	0.0	0.0	391.0
Creative Commons license (Q284742)	0.001489608879162444	0.021332419086092232	0.18313996910718758	0.2219796095976011	51.0
public office (Q294414)	0.00020633757105071476	0.0018946272993695494	0.2916119850646586	0.21229307868488834	1113.0
diplomatic rank (Q303618)	0.010457736421888297	0.2194579567985897	0.13838836262443877	0.11897872140909266	16.0
ab anbar (Q303874)	0.005335336574499762	0.005335336574499762	0.0037903344708251456	0.0008545125694430777	428.0
monotypic taxon (Q310890)	0.0001270590422354488	0.00019626209529081045	0.08459950229671728	0.035322056212933196	9488.0
resort town (Q317548)	0.00740517438794761	0.1116628470329967	0.017583173201176906	0.020254531769960494	70.0
parish church (Q317557)	0.00012435491401393994	0.00017736851655388982	0.16674212260132765	0.07053134822165198	3010.0
technical standard (Q317623)	0.0007362515885523144	0.0053256446110928665	0.5842725064605632	0.6682947114836492	413.0
government agency (Q327333)	6.514625464634348e-05	0.00013716984422120472	0.4497709007706018	0.22760699110951896	8864.0
Nazi concentration camp (Q328468)	0.003279968393663177	0.03535655265781483	0.0451020629350711	0.06408269335306704	131.0
municipality of Slovenia (Q328584)	0.0011899954986565198	0.0016945387925254103	0.004897967479590631	0.0008436542083388682	201.0
province of Angola (Q329028)	0.0	0.0	0.0	0.0	18.0
governorate of Yemen (Q331130)	0.0	0.0	0.0	0.0	21.0
khanate (Q331644)	0.0	0.0	0.0	0.0	16.0
abstract (Q333291)	0.02843555511088713	0.02843555511088713	0.004879928764784219	0.002163449055997571	4227.0
anthology film (Q336144)	0.002735580885862759	0.011519649772975397	0.02465607545158084	0.010086211481302648	130.0
document file format (Q336705)	0.1840743644541113	0.8333896875640362	0.10199957824038706	0.0997237551543359	24.0
abandoned village (Q350895)	0.00021749941598044726	0.0003213882746208897	0.3207927020218136	0.21048007908520033	3274.0
watercourse (Q355304)	4.942819025718024e-06	4.942819025718024e-06	0.6201637651053878	0.1540756358553993	175292.0
royal or noble rank (Q355567)	9.961521077433772e-05	0.0013269469175108358	0.589916279797547	0.4697839504960729	1968.0
teleplay (Q356055)	0.011940509020974013	0.011940509020974013	0.11243344199049395	0.06157394225283738	645.0
scientific control (Q367359)	0.0	0.0	0.0	0.0	1.0
film distributor (Q368290)	0.0009662315753035813	0.008121515612953326	0.1620682288395412	0.1307633123468402	197.0
film studio (Q375336)	0.0004602088671072866	0.004451848760563267	0.23459605751332668	0.22516183077980845	537.0
lower house (Q375928)	0.0014956692944342411	0.009630954772268989	0.09685852859826745	0.09957331165878683	122.0
literary award (Q378427)	0.0001165872979231066	0.0007005919600549697	0.32719476945168596	0.2116354421360066	2297.0
film school (Q380093)	0.005353649034642716	0.06085364863264321	0.08321648231682133	0.08818116501412362	71.0
tomb (Q381885)	0.00017009566019938539	0.00017831738460632486	0.5950831333891903	0.1851537881809064	3339.0
UCI Professional Continental Team (Q382927)	0.0006620041273358824	0.0017616325803891334	0.042627429445190775	0.012818651813157417	195.0
art school (Q383092)	0.0005566696706398966	0.006728433090532849	0.11450507449122664	0.16799789984798297	527.0
deanery (Q385337)	0.00014095302447667956	0.00014095302447667956	0.8444743056776199	0.1365225410886559	1513.0
work (Q386724)	0.000539614241446034	0.0012710209822659373	0.3498590737083407	0.4136250692249328	1446.0
electoral alliance (Q388602)	0.00303558172360514	0.01441680305376606	0.27291274670942234	0.3545020354233845	145.0
school district (Q398141)	0.0016962120205642611	0.0016962120205642611	0.04457871168702065	0.019032831916721515	6156.0
Boroughs of New York City (Q408804)	0.0	0.0	0.0	0.0	5.0
image compression (Q412438)	0.0	0.0	0.0	0.0	5.0
academy of sciences (Q414147)	0.0006332545864038889	0.008293021302506264	0.10032765049263465	0.06970847562373708	187.0
kingdom (Q417175)	0.022357718955573463	0.28823059404336265	0.008345155712562571	0.007947841312557043	118.0
protein family (Q417841)	1.6404287325506875e-06	1.6404287325506875e-06	0.9565053639368462	0.01632402699541021	15624.0
private school (Q423208)	0.0023763352312739794	0.010526905209128417	0.19020983666461835	0.2517927106067336	250.0
community of communes (Q423785)	0.00019975847254060573	0.00019975847254060573	0.04274034351278546	0.009736828469591632	3077.0
non-coding RNA (Q427087)	0.0013059094393718272	0.0013059094393718272	0.022284703277089583	0.007777603244095614	4230.0
taxonomic rank (Q427626)	0.002908351137174279	0.07515571556962926	0.05908370244494314	0.07961364368217996	100.0
intermetallic (Q428069)	0.015285316658489465	0.015285316658489465	0.05035359030134626	0.025634832163817317	1018.0
U-boat (Q428661)	0.0011719536798853562	0.0015641486888626917	0.01604696488628793	0.0030260019192462845	1033.0
poster (Q429785)	7.605126462859358e-05	7.605126462859358e-05	0.9028734897835272	0.054253394061490975	857.0
brand (Q431289)	0.0003671623901191223	0.0012226657595984256	0.37694512212094955	0.2963097920471872	1440.0
Große Kreisstadt (Q448801)	0.0	0.0	0.0	0.0	166.0
qanat (Q459297)	0.0003322346324353909	0.0003322346324353909	0.1776535370383097	0.12214371278314234	13583.0
insular area (Q462778)	0.0	0.0	0.0	0.0	13.0
exhibition (Q464980)	0.0006954574713060495	0.0029471545448951607	0.44835967107869523	0.5032992271782575	487.0
tile (Q468402)	0.006375276412680295	0.006375276412680295	0.36242344900716256	0.31720415739010555	268.0
a posteriori language (Q470775)	0.0	0.0	0.0	0.0	3.0
protected area (Q473972)	0.00030338259349302105	0.0003708661507258862	0.19303203502138583	0.11080142213438371	4163.0
federal district (Q475050)	0.0	0.0	0.0	0.0	3.0
amphoe (Q475061)	0.0	0.0	0.0	0.0	877.0
association football club (Q476028)	4.5506133345687446e-05	0.00021198074033812637	0.04928024691309128	0.03957691562959012	32819.0
Act of Congress (Q476068)	0.0009254184767696108	0.0009254184767696108	0.2712900981244443	0.14944707429535958	1686.0
gromada of Poland (Q479053)	0.01642102228356048	0.01642102228356048	0.1330900641060945	0.06430258898897805	8612.0
university press (Q479716)	0.0028780736284130842	0.022607895229402014	0.09314998133211755	0.12193861035476475	222.0
statistical service (Q480242)	0.001567297837235421	0.007841497113496907	0.3696854463031434	0.2762591304918023	216.0
album (Q482994)	3.542099714110296e-06	3.887771866605245e-06	0.29100076122898383	0.15026637660031086	209171.0
stadium (Q483110)	0.00014191927312498615	0.0002159089068922336	0.13869561076458442	0.0709156300288187	6063.0
laboratory (Q483242)	0.010621472128346578	0.010621472128346578	0.03156924333308479	0.01516462093021096	2527.0
phenomenon (Q483247)	0.0013579647724845762	0.0091226788855313	0.6180499533175127	0.8244714716943302	203.0
genre (Q483394)	0.0006696664298981998	0.017014661016597727	0.25975026725096506	0.2178531929726058	127.0
fountain (Q483453)	0.000268943246567366	0.0004370467144897002	0.35075860829335437	0.23071313424206846	2560.0
Asian Games (Q483463)	0.0	0.0	0.0	0.0	21.0
myeon (Q483515)	0.0058586883866493114	0.0058586883866493114	0.05365964808111539	0.023220285360250545	1226.0
commune of France (Q484170)	1.9657420920732553e-05	5.3459415941302686e-05	0.0002959468188984143	5.821230578310473e-05	34937.0
international organization (Q484652)	0.00031446072000742447	0.00351874857694648	0.46836386999527224	0.36975016702134955	581.0
hymn (Q484692)	1.2425543053929628e-05	1.2425543053929628e-05	0.9496796705629381	0.02035433562131655	3512.0
Federative unit of Brazil (Q485258)	0.0	0.0	0.0	0.0	27.0
human settlement (Q486972)	4.985756963743859e-06	5.888300306276298e-06	0.12936288436744273	0.06448236315250902	427409.0
academic rank (Q486983)	0.0015278196612040305	0.036950315465813136	0.2590767008941351	0.13051763351118895	19.0
 (Q488654)	1.335287770396016e-05	1.335287770396016e-05	0.919813172938173	0.011020172700678576	1056.0
farmhouse (Q489357)	5.814315566456487e-06	5.814315566456487e-06	0.6853049657764337	0.13071972155194536	38085.0
dong (Q490329)	0.0008153067420753522	0.0008153067420753522	0.15221384763037354	0.07608475656327252	3782.0
Local community (Q490933)	0.0	0.0	0.0	0.0	2590.0
municipality of Belgium (Q493522)	0.00012611687055783026	0.00070248630376954	0.006521379960810509	0.0014061306689356738	604.0
medical school (Q494230)	0.0011485897559852043	0.005548625541082337	0.1298401096291892	0.15495624809384706	698.0
city of Japan (Q494721)	0.0	0.0	0.0	0.0	695.0
state of South Sudan (Q496539)	0.1806189377432375	0.8076397174350342	0.0402987067034359	0.024399411185440718	24.0
census-designated place (Q498162)	0.00017054755747053624	0.000361371413587306	0.023304177875749725	0.010102770517934501	9630.0
tournament (Q500834)	0.0008643501592173757	0.0025086779068034973	0.17059649441090216	0.15325293467776677	776.0
common name (Q502895)	0.0008908307666155612	0.014531300394415839	0.1819760718241324	0.5929396879578999	733.0
stencil (Q504073)	5.7645547416984004e-05	5.7645547416984004e-05	0.8816447981253457	0.01721667819385441	347.0
television film (Q506240)	1.2684916461370164e-05	2.8599818607914516e-05	0.14920714464561077	0.06560433285298918	13554.0
free and open-source software (Q506883)	0.0006705556221410054	0.0025217810540555195	0.08187056518441008	0.03863138187928063	205.0
province of Peru (Q509686)	0.0009099150081613455	0.0009099150081613455	0.019469056231968665	0.0026496151384778257	202.0
federal republic (Q512187)	0.0	0.0	0.0	0.0	1.0
hermitage (Q513550)	0.0008982239642638093	0.0008982239642638093	0.18078305655574983	0.07710943541242618	1300.0
region of Armenia (Q514860)	0.0	0.0	0.0	0.0	10.0
governorate of Syria (Q517351)	0.0	0.0	0.0	0.0	14.0
carriage house (Q517820)	0.0005285601909317742	0.0005285601909317742	0.2954064998881999	0.15534026822060848	1940.0
commander (Q524980)	0.0023153268504005156	0.024334143319758417	0.04103034892009936	0.03817112108127777	120.0
ranking (Q526719)	0.00935167897276127	0.12279889172996784	0.33689076620205605	1.2638978305345616	44.0
key (Q534932)	0.0	0.0	0.0	0.0	38.0
road bridge (Q537127)	0.00024264076883872857	0.0005301399264349471	0.12281383285793518	0.06660334316764319	3341.0
federal city (Q537250)	0.0	0.0	0.0	0.0	1.0
city hall (Q543654)	8.910096946700685e-05	0.00014432417746249504	0.28449730901657555	0.14312124384548416	3990.0
strict nature reserve (Q544008)	0.01698450017415536	0.38689331441595487	0.14705806938159882	0.18753511906855205	5.0
district of the Czech Republic (Q548611)	0.0	0.0	0.0	0.0	77.0
astronomical survey (Q550089)	0.0032258321182904565	0.015247378028788679	0.1810666542045154	0.17469197825784843	101.0
Catholic university (Q557206)	0.017979733492126605	0.26848639885958797	0.019303754184268856	0.025715885860169395	51.0
ship class (Q559026)	0.00012329178920811223	0.00023851104541951972	0.15591135386886476	0.0731028092891893	2876.0
fictional universe (Q559618)	0.0011691827822404746	0.013398115151203916	0.19201685908839625	0.20738449020638017	200.0
video hosting service (Q559856)	0.011196756863095864	0.2527557229561356	0.1102900762697993	0.1932145825507161	25.0
specialty channel (Q561068)	0.0006525662075066434	0.005311257201897466	0.2139694156182467	0.2662050341279039	568.0
market town (Q562061)	0.0	0.0	0.0	0.0	888.0
tourist attraction (Q570116)	0.00021253320854947589	0.001551579797166654	0.35277374826388513	0.3152377536460823	1619.0
war memorial (Q575759)	0.00022874062427470315	0.0003004177330717293	0.39408056417149573	0.2235500322032179	2375.0
animated series (Q581714)	0.0003132137436755389	0.001601300247244617	0.0973223554915261	0.07265121756727731	1224.0
carfree city (Q581830)	0.0	0.0	0.0	0.0	2.0
ethnic township (Q582525)	0.0006454737003058629	0.0006454737003058629	0.0028666257847296196	0.0009685231286033057	1011.0
masia (Q585956)	0.0009817790146095266	0.0009817790146095266	0.0639428285945323	0.024110147897488665	4058.0
region of Chile (Q590080)	0.0	0.0	0.0	0.0	16.0
negative (Q595597)	0.0018652519496100695	0.0018652519496100695	0.2101492436683235	0.20382154875663566	306.0
Perrin number (Q599093)	0.0	0.0	0.0	0.0	1.0
astronomical catalog (Q605175)	0.0017270734771642545	0.0028525877627845306	0.10598219372644657	0.029497402321985194	103.0
clergy house (Q607241)	0.00012441565708690532	0.00012441565708690532	0.43074211385768557	0.28938019120293706	6613.0
land-grant institution (Q615150)	0.0006750476155759488	0.008674003606413346	0.004557848112535605	0.002159602097634496	108.0
parish of the Church of Sweden (Q615980)	0.0004418405107928339	0.0009014491185550803	0.011185433238172606	0.004843169728896619	3176.0
geographical object (Q618123)	7.180263035108227e-05	7.180263035108227e-05	0.5059005501943921	0.1921081471945119	8242.0
award (Q618779)	2.493754239979655e-05	0.00012882436063881025	0.4719004518037014	0.2682384580886492	16469.0
social state (Q619610)	0.0	0.0	0.0	0.0	4.0
upazila of Bangladesh (Q620471)	0.0014225841115305406	0.0014225841115305406	0.007983533863401225	0.0010830993588361497	492.0
literary class (Q621993)	0.0	0.0	0.0	0.0	4.0
domesticated animal (Q622852)	0.0005852186098901069	0.010954970582307625	0.8538204104318843	0.9550492854533834	126.0
sports league (Q623109)	0.00040843442283412595	0.0007604362682475051	0.22576041328465454	0.1694269366217874	2759.0
gristmill (Q623605)	0.0005448614473119597	0.0005448614473119597	0.041643303294571735	0.008248028199053195	935.0
Sophie Germain prime (Q624025)	0.0	0.0	0.0	0.0	2.0
convention (Q625994)	0.0005567713345898908	0.0005567713345898908	0.741781631100575	0.15232792873219975	493.0
history journal (Q627517)	0.0009853635647406249	0.0015826366180397024	0.1004156034779746	0.036667000555412846	333.0
infraspecific name (Q631147)	0.030580565268065296	0.9698129347412243	0.07573011256905487	0.1519053312891258	13.0
rock formation (Q631305)	0.0006852314498101404	0.0006852314498101404	0.2793689248203288	0.16549702046343148	2827.0
rural settlement of Russia (Q634099)	4.4470645290084136e-05	5.6483790626979604e-05	0.10953415803212013	0.03767773811152169	19095.0
character type (Q636497)	0.0008048011729821653	0.011181939693830016	0.3507427935119974	0.32388855035624486	143.0
municipiu of Romania (Q640364)	0.0	0.0	0.0	0.0	103.0
cabinet (Q640506)	0.0005711323774092063	0.0005711323774092063	0.31504068036497274	0.20242145242756482	1541.0
girl group (Q641066)	0.000676497718284473	0.004475720103466696	0.11027552277636107	0.1139207177223868	320.0
arena (Q641226)	0.0019530486559113068	0.0026045223321368213	0.03250040206984648	0.010775740413211842	1516.0
international airport (Q644371)	7.325042303363207e-05	0.00012877008703177605	0.027955436261894572	0.006558665894586427	1180.0
military operation (Q645883)	0.0004303468233968284	0.0009782465706510998	0.5349029216046561	0.27584870119786836	1055.0
municipality of the Republic of Macedonia (Q646793)	0.004718374706901584	0.008038095529806354	0.012154215597502634	0.0019559410022993162	81.0
district of Serbia (Q648681)	0.0	0.0	0.0	0.0	28.0
province of the Democratic Republic of the Congo (Q654140)	0.0	0.0	0.0	0.0	20.0
onsen (Q655311)	0.00023106898754937785	0.00023106898754937785	0.5742737692031437	0.2348646188327836	1373.0
commercial building (Q655686)	0.0005350218126050038	0.0005350218126050038	0.20239146540097586	0.08353276863204838	1429.0
estates of the realm (Q657326)	0.004364152732330793	0.12473561132302806	0.3279114868816085	0.18815287939998335	9.0
subsidiary company (Q658255)	0.0011965646159702754	0.00990446101454901	0.1788181147704525	0.31416613732086063	453.0
commune of Romania (Q659103)	0.0	0.0	0.0	0.0	2861.0
video game genre (Q659563)	0.0024058622307532845	0.03433490897916958	0.0351681281204163	0.028467025587964954	119.0
pro-drop language (Q661936)	0.0	0.0	0.0	0.0	2.0
diocese (Q665487)	0.0012536441163366091	0.005365728153456634	0.3795791339706463	0.4619377856413587	454.0
art exhibition (Q667276)	0.0005161877639698742	0.0019616092202611943	0.6901620008840925	0.6043813673492279	661.0
municipality of Austria (Q667509)	0.0	0.0	0.0	0.0	2096.0
wheel arrangement (Q672593)	0.0011201502412577576	0.011279221006961245	0.1931337870502502	0.23081283495346896	203.0
Islamic republic (Q672729)	0.0	0.0	0.0	0.0	3.0
mittelgebirge (Q674541)	0.0016096873341606699	0.012187672787164282	0.17224323972118832	0.059152330483158225	40.0
old town (Q676050)	0.0009603266115957988	0.00568650583736824	0.1357141629348192	0.13837908620019307	276.0
fortified town (Q677678)	0.01873040938106535	0.35911682824259883	0.07214527710719974	0.11344249141611437	58.0
squadron (Q679165)	0.0012829792661006897	0.0012829792661006897	0.17949180799676595	0.08389693062828044	1375.0
city with county rights (Q681277)	0.0	0.0	0.0	0.0	23.0
cowshed (Q681337)	0.0003639881126103757	0.0003639881126103757	0.6107925417157506	0.2888880375521774	1235.0
real property (Q684740)	0.0005501131398292199	0.0015649731678064023	0.13858904210613726	0.12162546133837109	1462.0
former municipality of Switzerland (Q685309)	0.000588414827236199	0.0008369205962472099	0.006690572879813313	0.001420992861069986	994.0
ward of Vietnam (Q687188)	0.004235430007571142	0.004235430007571142	0.0393127028995186	0.016967149512966743	2631.0
American football position (Q694589)	0.007541444195071245	0.06014254046649409	0.030749839915984123	0.014701461537633298	32.0
military airbase (Q695850)	0.0014511604760541665	0.002248184103416092	0.07422819532910627	0.030271504195684168	964.0
niche (Q695992)	4.781171417052418e-05	4.781171417052418e-05	0.9032547060917289	0.05121611603213904	1391.0
water board in the Netherlands (Q702081)	0.013910044485033662	0.013910044485033662	0.02212010508894113	0.008259092224731434	1243.0
municipal arrondissement (Q702842)	0.0	0.0	0.0	0.0	45.0
private road (Q703941)	4.5464608756717606e-05	5.5951494409302635e-05	0.22404581651900884	0.0782630341204416	502.0
Hanseatic city (Q707813)	0.0	0.0	0.0	0.0	39.0
charitable organization (Q708676)	0.0004432657840975142	0.0028947430864135655	0.4716729334337391	0.5066187919735858	710.0
organ (Q712378)	0.005204664205437849	0.026420175727825814	0.592299746858942	0.38307597735857435	35.0
red telephone box (Q712868)	0.00015851474652058854	0.00015851474652058854	0.740091443337558	0.34692614306994957	2716.0
theater (Q718893)	0.0029720321598846076	0.02834827416747439	0.30113631119724105	0.4463721110808173	89.0
station (Q719456)	0.0010923208273047012	0.0010923208273047012	0.12868433567646623	0.05296535208542332	1822.0
local council of Malta (Q719592)	0.0025935514291810964	0.012002899847359923	0.014267992223155265	0.003650476528812843	69.0
brick and mortar company (Q726870)	0.0005986484729390191	0.002266093136266058	0.17907161024761778	0.13133649402606032	686.0
railroad line (Q728937)	6.0236426895407015e-05	0.00015163270671694176	0.15953666071663353	0.11339473814331637	9960.0
publication (Q732577)	9.167114204115851e-05	9.167114204115851e-05	0.1519995053137186	0.08998551827560831	62224.0
condominium (Q734818)	0.003782786784251469	0.041213739427213965	0.6989158425473181	0.2182684943234404	21.0
crude drug (Q735160)	0.019155967331250412	0.11325426401964261	0.2668438567220883	1.040869285727803	128.0
town in China (Q735428)	3.0499782051136453e-05	3.0499782051136453e-05	0.006062362966169609	0.0019224030800690556	20294.0
formation (Q736917)	2.9635408330956812e-05	2.9635408330956812e-05	0.8785974438731537	0.10643549128205056	5653.0
academic journal (Q737498)	0.0005546385098510313	0.0005546385098510313	0.13586207265654615	0.07157402862888919	9825.0
central business district (Q738570)	0.0034790977100931874	0.024972612651722206	0.06608932225199574	0.09003971802772359	217.0
pinacotheca (Q740437)	0.03336610599355314	0.2919713986831633	0.08048092390663145	0.14094671387570376	44.0
ridge (Q740445)	6.431798336861717e-05	6.431798336861717e-05	0.5693733925630061	0.30841931636892517	12208.0
transport company (Q740752)	0.0002455194213929386	0.0006541854529751867	0.27343566834034805	0.22326151085253024	2395.0
theatre company (Q742421)	0.00016151219930721152	0.0002989855144061046	0.611399346561702	0.19526738534593036	2129.0
hillfort (Q744099)	5.475073589769645e-05	5.475073589769645e-05	0.771821439176647	0.09721483912363095	3151.0
wooden church (Q744296)	0.0002169499760340957	0.0002169499760340957	0.26679320902380754	0.11653591876385781	1739.0
aviation accident (Q744913)	0.0004190817749730627	0.0004190817749730627	0.27192170834825635	0.14233693207873743	1917.0
comune of Italy (Q747074)	7.788494591565422e-06	2.917148178424082e-05	0.001179940459135337	0.00027901619022114064	7928.0
scientific society (Q748019)	0.00031980573868619424	0.002658268398460278	0.5381688487643449	0.40129255259358665	792.0
prefecture-level city (Q748149)	0.0	0.0	0.0	0.0	279.0
stanitsa (Q748331)	0.00136656569580763	0.001384748961389374	0.03786620668935754	0.006892285936568283	441.0
village in the United States (Q751708)	0.00010664375647837242	0.00024267422282498813	0.04654382570548797	0.022186333610113615	2671.0
